symbol,Scientific Name,Common Name,Duration,Growth_Habit
HULUL,Humulus lupulus var. lupuloides,common hop,Perennial,"Vine, Forb/herb"
HULUN,Humulus lupulus var. neomexicanus,common hop,Perennial,"Vine, Forb/herb"
HUHA,Huperzia haleakalae,Pacific clubmoss,Perennial,"Subshrub, Forb/herb"
HYVE,Hybanthus verticillatus,babyslippers,Perennial,Forb/herb
HYCA4,Hydrophyllum capitatum,ballhead waterleaf,Perennial,Forb/herb
HYCAC,Hydrophyllum capitatum var. capitatum,ballhead waterleaf,Perennial,Forb/herb
HYFE,Hydrophyllum fendleri,Fendler's waterleaf,Perennial,Forb/herb
HYFEF,Hydrophyllum fendleri var. fendleri,Fendler's waterleaf,Perennial,Forb/herb
HYFI,Hymenopappus filifolius,fineleaf hymenopappus,Perennial,"Subshrub, Forb/herb"
HYFIC,Hymenopappus filifolius var. cinereus,fineleaf hymenopappus,Perennial,"Subshrub, Forb/herb"
HYFIL,Hymenopappus filifolius var. lugens,fineleaf hymenopappus,Perennial,"Subshrub, Forb/herb"
HYFIL2,Hymenopappus filifolius var. luteus,fineleaf hymenopappus,Perennial,"Subshrub, Forb/herb"
HYFIM,Hymenopappus filifolius var. megacephalus,fineleaf hymenopappus,Perennial,"Subshrub, Forb/herb"
HYFIP2,Hymenopappus filifolius var. parvulus,fineleaf hymenopappus,Perennial,"Subshrub, Forb/herb"
HYFIP,Hymenopappus filifolius var. pauciflorus,fineleaf hymenopappus,Perennial,"Subshrub, Forb/herb"
HYFIP3,Hymenopappus filifolius var. polycephalus,manyhead hymenopappus,Perennial,"Subshrub, Forb/herb"
HYNE,Hymenopappus newberryi,Newberry's hymenopappus,Perennial,Forb/herb
HYHE,Hymenoxys helenioides,Intermountain rubberweed,Perennial,"Subshrub, Forb/herb"
HYHO,Hymenoxys hoopesii,owl's-claws,Perennial,Forb/herb
HYRI,Hymenoxys richardsonii,pingue rubberweed,Perennial,"Subshrub, Forb/herb"
HYRIF,Hymenoxys richardsonii var. floribunda,Colorado rubberweed,Perennial,"Subshrub, Forb/herb"
HYRIR,Hymenoxys richardsonii var. richardsonii,pingue rubberweed,Perennial,"Subshrub, Forb/herb"
HYPE,Hypericum perforatum,common St. Johnswort,Perennial,Forb/herb
HYSC5,Hypericum scouleri,Scouler's St. Johnswort,Perennial,Forb/herb
HYSCN,Hypericum scouleri ssp. nortoniae,Norton's St. Johnswort,Perennial,Forb/herb
HYRA3,Hypochaeris radicata,hairy cat's ear,Perennial,Forb/herb
HYHI2,Hypoxis hirsuta,common goldstar,Perennial,Forb/herb
HYOF,Hyssopus officinalis,hyssop,Perennial,"Subshrub, Forb/herb"
ILCR,Iliamna crandallii,Crandall's wild hollyhock,Perennial,Forb/herb
ILGR,Iliamna grandiflora,largeflower wild hollyhock,Perennial,Forb/herb
ILRI,Iliamna rivularis,streambank wild hollyhock,Perennial,"Subshrub, Forb/herb"
ILRIR,Iliamna rivularis var. rivularis,streambank wild hollyhock,Perennial,"Subshrub, Forb/herb"
IPLE,Ipomoea leptophylla,bush morning-glory,Perennial,Forb/herb
IPCO5,Ipomopsis congesta,ballhead ipomopsis,Perennial,"Subshrub, Forb/herb"
IPCOC3,Ipomopsis congesta ssp. congesta,ballhead ipomopsis,Perennial,"Subshrub, Forb/herb"
IPCOC,Ipomopsis congesta ssp. crebrifolia,ballhead ipomopsis,Perennial,"Subshrub, Forb/herb"
IPCOF,Ipomopsis congesta ssp. frutescens,ballhead ipomopsis,Perennial,"Subshrub, Forb/herb"
IPMU3,Ipomopsis multiflora,manyflowered ipomopsis,Perennial,"Subshrub, Forb/herb"
IPPO,Ipomopsis polyantha,Pagosa ipomopsis,Perennial,Forb/herb
IPRO,Ipomopsis roseata,rosy ipomopsis,Perennial,"Subshrub, Forb/herb"
IPSP,Ipomopsis spicata,spiked ipomopsis,Perennial,Forb/herb
IPSPC,Ipomopsis spicata ssp. capitata,spiked ipomopsis,Perennial,Forb/herb
IPSPS,Ipomopsis spicata ssp. spicata,spiked ipomopsis,Perennial,Forb/herb
IPTE4,Ipomopsis tenuituba,slendertube skyrocket,Perennial,"Subshrub, Forb/herb"
IPTET2,Ipomopsis tenuituba ssp. tenuituba,slendertube skyrocket,Perennial,"Subshrub, Forb/herb"
IRMI,Iris missouriensis,Rocky Mountain iris,Perennial,Forb/herb
ISPL,Isocoma pluriflora,southern goldenbush,Perennial,"Subshrub, Forb/herb"
ISRU2,Isocoma rusbyi,Rusby's goldenbush,Perennial,Subshrub
ISBO,Isoetes bolanderi,Bolander's quillwort,Perennial,Graminoid
ISOC,Isoetes occidentalis,western quillwort,Perennial,Graminoid
ISTE5,Isoetes tenella,spiny-spore quillwort,Perennial,Graminoid
IVAX,Iva axillaris,povertyweed,Perennial,"Subshrub, Forb/herb"
IVGO,Ivesia gordonii,Gordon's ivesia,Perennial,"Subshrub, Forb/herb"
JAAM,Jamesia americana,fivepetal cliffbush,Perennial,Shrub
JAAMA,Jamesia americana var. americana,fivepetal cliffbush,Perennial,Shrub
JUNI,Juglans nigra,black walnut,Perennial,Tree
JUAC,Juncus acuminatus,tapertip rush,Perennial,Graminoid
JUAL2,Juncus albescens,northern white rush,Perennial,Graminoid
JUAL4,Juncus alpinoarticulatus,northern green rush,Perennial,Graminoid
JUALN,Juncus alpinoarticulatus ssp. nodulosus,northern green rush,Perennial,Graminoid
JUAR2,Juncus arcticus,arctic rush,Perennial,Graminoid
JUARL,Juncus arcticus ssp. littoralis,mountain rush,Perennial,Graminoid
JUAR4,Juncus articulatus,jointleaf rush,Perennial,Graminoid
JUBI2,Juncus biglumis,twoflowered rush,Perennial,Graminoid
JUBR2,Juncus brachycephalus,smallhead rush,Perennial,Graminoid
JUBR4,Juncus brevicaudatus,narrowpanicle rush,Perennial,Graminoid
JUCA6,Juncus castaneus,chestnut rush,Perennial,Graminoid
JUCAC2,Juncus castaneus ssp. castaneus,chestnut rush,Perennial,Graminoid
JUCAC6,Juncus castaneus ssp. castaneus var. castaneus,chestnut rush,Perennial,Graminoid
JUCO,Juncus compressus,roundfruit rush,Perennial,Graminoid
JUCO2,Juncus confusus,Colorado rush,Perennial,Graminoid
JUDI,Juncus dichotomus,forked rush,Perennial,Graminoid
JUDR,Juncus drummondii,Drummond's rush,Perennial,Graminoid
JUDRD,Juncus drummondii var. drummondii,Drummond's rush,Perennial,Graminoid
JUDRS,Juncus drummondii var. subtriflorus,threeflower rush,Perennial,Graminoid
JUDU2,Juncus dudleyi,Dudley's rush,Perennial,Graminoid
JUEF,Juncus effusus,common rush,Perennial,Graminoid
JUEFS,Juncus effusus var. solutus,lamp rush,Perennial,Graminoid
JUEN,Juncus ensifolius,swordleaf rush,Perennial,Graminoid
JUFI,Juncus filiformis,thread rush,Perennial,Graminoid
JUGE,Juncus gerardii,saltmeadow rush,Perennial,Graminoid
JUGEG,Juncus gerardii var. gerardii,saltmeadow rush,Perennial,Graminoid
JUHA,Juncus hallii,Hall's rush,Perennial,Graminoid
JUIN2,Juncus interior,inland rush,Perennial,Graminoid
JUINI,Juncus interior var. interior,inland rush,Perennial,Graminoid
JUINN,Juncus interior var. neomexicanus,New Mexico rush,Perennial,Graminoid
JULO,Juncus longistylis,longstyle rush,Perennial,Graminoid
JULOL,Juncus longistylis var. longistylis,longstyle rush,Perennial,Graminoid
JUMA4,Juncus marginatus,grassleaf rush,Perennial,Graminoid
JUME3,Juncus mertensianus,Mertens' rush,Perennial,Graminoid
JUME4,Juncus mexicanus,Mexican rush,Perennial,Graminoid
JUNE,Juncus nevadensis,Sierra rush,Perennial,Graminoid
JUNEB,Juncus nevadensis var. badius,Sierra rush,Perennial,Graminoid
JUNEN,Juncus nevadensis var. nevadensis,Sierra rush,Perennial,Graminoid
JUNO2,Juncus nodosus,knotted rush,Perennial,Graminoid
JUNON,Juncus nodosus var. nodosus,knotted rush,Perennial,Graminoid
JUPA,Juncus parryi,Parry's rush,Perennial,Graminoid
JUSA,Juncus saximontanus,Rocky Mountain rush,Perennial,Graminoid
JUTE,Juncus tenuis,poverty rush,Perennial,Graminoid
JUTO,Juncus torreyi,Torrey's rush,Perennial,Graminoid
JUTR,Juncus tracyi,Tracy's rush,Perennial,Graminoid
JUTR4,Juncus triglumis,three-hulled rush,Perennial,Graminoid
JUTW,Juncus tweedyi,Tweedy's rush,Perennial,Graminoid
JUVA,Juncus vaseyi,Vasey's rush,Perennial,Graminoid
JUCO6,Juniperus communis,common juniper,Perennial,"Tree, Shrub"
JUCOD,Juniperus communis var. depressa,common juniper,Perennial,"Tree, Shrub"
JUMO,Juniperus monosperma,oneseed juniper,Perennial,"Tree, Shrub"
JUMOM,Juniperus monosperma var. monosperma,oneseed juniper,Perennial,"Tree, Shrub"
JUOS,Juniperus osteosperma,Utah juniper,Perennial,Tree
JUSC2,Juniperus scopulorum,Rocky Mountain juniper,Perennial,"Tree, Shrub"
JUVI,Juniperus virginiana,eastern redcedar,Perennial,Tree
JUVIV,Juniperus virginiana var. virginiana,eastern redcedar,Perennial,Tree
KAMI,Kalmia microphylla,alpine laurel,Perennial,"Subshrub, Shrub"
KOMY,Kobresia myosuroides,Bellardi bog sedge,Perennial,Graminoid
KOSI,Kobresia sibirica,Siberian bog sedge,Perennial,Graminoid
KOSI2,Kobresia simpliciuscula,simple bog sedge,Perennial,Graminoid
KOMA,Koeleria macrantha,prairie Junegrass,Perennial,Graminoid
KOAM80,Kolkwitzia amabilis,beautybush,Perennial,Shrub
KRLA,Krameria lanceolata,trailing krameria,Perennial,"Subshrub, Forb/herb"
KRLA2,Krascheninnikovia lanata,winterfat,Perennial,"Subshrub, Shrub"
KRBI,Krigia biflora,twoflower dwarfdandelion,Perennial,Forb/herb
KRBIB,Krigia biflora var. biflora,twoflower dwarfdandelion,Perennial,Forb/herb
LABR,Lathyrus brachycalyx,Bonneville pea,Perennial,"Vine, Forb/herb"
LABRZ2,Lathyrus brachycalyx ssp. zionis,bush pea,Perennial,"Vine, Forb/herb"
LAEU,Lathyrus eucosmus,bush vetchling,Perennial,"Vine, Forb/herb"
LALA6,Lathyrus laetivirens,aspen pea,Perennial,"Vine, Forb/herb"
LALA3,Lathyrus lanszwertii,Nevada pea,Perennial,"Vine, Forb/herb"
LALAL2,Lathyrus lanszwertii var. lanszwertii,Lanszwert's pea,Perennial,"Vine, Forb/herb"
LALAL3,Lathyrus lanszwertii var. leucanthus,Nevada pea,Perennial,"Vine, Forb/herb"
LALA4,Lathyrus latifolius,perennial pea,Perennial,"Vine, Forb/herb"
LAPA5,Lathyrus pauciflorus,fewflower pea,Perennial,"Vine, Forb/herb"
LAPAU,Lathyrus pauciflorus var. utahensis,Utah pea,Perennial,"Vine, Forb/herb"
LAPO2,Lathyrus polymorphus,manystem pea,Perennial,"Vine, Forb/herb"
LAPOI,Lathyrus polymorphus ssp. incanus,hoary pea,Perennial,"Vine, Forb/herb"
LAPOP,Lathyrus polymorphus ssp. polymorphus,manystem pea,Perennial,"Vine, Forb/herb"
LAPOP2,Lathyrus polymorphus ssp. polymorphus var. polymorphus,manystem pea,Perennial,"Vine, Forb/herb"
LASY,Lathyrus sylvestris,flat pea,Perennial,"Vine, Forb/herb"
LEOR,Leersia oryzoides,rice cutgrass,Perennial,Graminoid
LEGI,Lemna gibba,swollen duckweed,Perennial,Forb/herb
LEMI3,Lemna minor,common duckweed,Perennial,Forb/herb
LEMI6,Lemna minuta,least duckweed,Perennial,Forb/herb
LETR,Lemna trisulca,star duckweed,Perennial,Forb/herb
LETU2,Lemna turionifera,turion duckweed,Perennial,Forb/herb
LEVA,Lemna valdiviana,valdivia duckweed,Perennial,Forb/herb
LECA2,Leonurus cardiaca,common motherwort,Perennial,Forb/herb
LECAC7,Leonurus cardiaca ssp. cardiaca,common motherwort,Perennial,Forb/herb
LECR12,Lepidium crenatum,alkali pepperweed,Perennial,"Forb/herb, Subshrub"
LEINH,Lepidium integrifolium var. heterophyllum,thickleaf pepperweed,Perennial,"Subshrub, Forb/herb"
LELA2,Lepidium latifolium,broadleaved pepperweed,Perennial,Forb/herb
LEDU,Leptochloa dubia,green sprangletop,Perennial,Graminoid
LENU8,Leptosiphon nuttallii,Nuttall's linanthus,Perennial,"Forb/herb, Subshrub"
LENUN,Leptosiphon nuttallii ssp. nuttallii,Nuttall's linanthus,Perennial,"Forb/herb, Subshrub"
LEAL,Lesquerella alpina,alpine bladderpod,Perennial,Forb/herb
LEALA5,Lesquerella alpina var. alpina,alpine bladderpod,Perennial,Forb/herb
LECA9,Lesquerella calcicola,Rocky Mountain bladderpod,Perennial,Forb/herb
LECO2,Lesquerella condensata,dense bladderpod,Perennial,Forb/herb
LECO10,Lesquerella congesta,Dudley Bluffs bladderpod,Perennial,Forb/herb
LEFE,Lesquerella fendleri,Fendler's bladderpod,Perennial,Forb/herb
LELU,Lesquerella ludoviciana,foothill bladderpod,Perennial,Forb/herb
LEMO3,Lesquerella montana,mountain bladderpod,Perennial,Forb/herb
LEOV,Lesquerella ovalifolia,roundleaf bladderpod,Perennial,Forb/herb
LEOVO,Lesquerella ovalifolia ssp. ovalifolia,roundleaf bladderpod,Perennial,Forb/herb
LEPA10,Lesquerella parviflora,Piceance bladderpod,Perennial,Forb/herb
LEPA7,Lesquerella parvula,pygmy bladderpod,Perennial,Forb/herb
LEPR2,Lesquerella pruinosa,Pagosa Springs bladderpod,Perennial,Forb/herb
LESU,Lesquerella subumbellata,parasol bladderpod,Perennial,Forb/herb
LEVI22,Lesquerella vicina,Uncompahgre bladderpod,Perennial,Forb/herb
LEVU,Leucanthemum vulgare,oxeye daisy,Perennial,Forb/herb
LEMO4,Leucocrinum montanum,common starlily,Perennial,Forb/herb
LEKI2,Leucopoa kingii,spike fescue,Perennial,Graminoid
LEOF,Levisticum officinale,garden lovage,Perennial,Forb/herb
LENE5,Lewisia nevadensis,Nevada lewisia,Perennial,Forb/herb
LEPY2,Lewisia pygmaea,alpine lewisia,Perennial,Forb/herb
LERE7,Lewisia rediviva,bitter root,Perennial,Forb/herb
LERER,Lewisia rediviva var. rediviva,bitter root,Perennial,Forb/herb
LETR2,Lewisia triphylla,threeleaf lewisia,Perennial,Forb/herb
LEAM,Leymus ambiguus,Colorado wildrye,Perennial,Graminoid
LECI4,Leymus cinereus,basin wildrye,Perennial,Graminoid
LEIN6,Leymus innovatus,downy ryegrass,Perennial,Graminoid
LESA4,Leymus salinus,saline wildrye,Perennial,Graminoid
LESAS,Leymus salinus ssp. salinus,saline wildrye,Perennial,Graminoid
LESI5,Leymus simplex,alkali wildrye,Perennial,Graminoid
LETR5,Leymus triticoides,beardless wildrye,Perennial,Graminoid
LILA,Liatris lancifolia,lanceleaf blazing star,Perennial,Forb/herb
LILI,Liatris ligulistylis,Rocky Mountain blazing star,Perennial,Forb/herb
LIPU,Liatris punctata,dotted blazing star,Perennial,Forb/herb
LIPUP,Liatris punctata var. punctata,dotted blazing star,Perennial,Forb/herb
LISQ,Liatris squarrosa,scaly blazing star,Perennial,Forb/herb
LISQG,Liatris squarrosa var. glabrata,scaly blazing star,Perennial,Forb/herb
LIFI,Ligusticum filicinum,fernleaf licorice-root,Perennial,Forb/herb
LIPO,Ligusticum porteri,Porter's licorice-root,Perennial,Forb/herb
LIPOP,Ligusticum porteri var. porteri,Porter's licorice-root,Perennial,Forb/herb
LITE2,Ligusticum tenuifolium,Idaho licorice-root,Perennial,Forb/herb
LIVU,Ligustrum vulgare,European privet,Perennial,Shrub
LIPH,Lilium philadelphicum,wood lily,Perennial,Forb/herb
LIPHA,Lilium philadelphicum var. andinum,wood lily,Perennial,Forb/herb
LICA36,Linanthus caespitosus,mat prickly phlox,Perennial,"Forb/herb, Subshrub"
LIPU11,Linanthus pungens,granite prickly phlox,Perennial,"Forb/herb, Subshrub"
LIWA4,Linanthus watsonii,Watson's prickly phlox,Perennial,"Forb/herb, Subshrub"
LIDA,Linaria dalmatica,Dalmatian toadflax,Perennial,Forb/herb
LIDAD,Linaria dalmatica ssp. dalmatica,Dalmatian toadflax,Perennial,Forb/herb
LIVU2,Linaria vulgaris,butter and eggs,Perennial,Forb/herb
LIBO3,Linnaea borealis,twinflower,Perennial,"Forb/herb, Subshrub"
LIBOA,Linnaea borealis ssp. americana,twinflower,Perennial,"Forb/herb, Subshrub"
LIKI2,Linum kingii,King's flax,Perennial,"Subshrub, Forb/herb"
LILE3,Linum lewisii,Lewis flax,Perennial,"Subshrub, Forb/herb"
LILEL2,Linum lewisii var. lewisii,prairie flax,Perennial,"Subshrub, Forb/herb"
LIBO4,Listera borealis,northern twayblade,Perennial,Forb/herb
LICO5,Listera convallarioides,broadlipped twayblade,Perennial,Forb/herb
LICO6,Listera cordata,heartleaf twayblade,Perennial,Forb/herb
LICON,Listera cordata var. nephrophylla,heartleaf twayblade,Perennial,Forb/herb
LIGL2,Lithophragma glabrum,bulbous woodland-star,Perennial,Forb/herb
LIPA5,Lithophragma parviflorum,smallflower woodland-star,Perennial,Forb/herb
LIPAP3,Lithophragma parviflorum var. parviflorum,smallflower woodland-star,Perennial,Forb/herb
LITE4,Lithophragma tenellum,slender woodland-star,Perennial,Forb/herb
LICA13,Lithospermum caroliniense,Carolina puccoon,Perennial,Forb/herb
LICAC9,Lithospermum caroliniense var. croceum,Carolina puccoon,Perennial,Forb/herb
LIIN2,Lithospermum incisum,narrowleaf stoneseed,Perennial,Forb/herb
LIMU3,Lithospermum multiflorum,manyflowered stoneseed,Perennial,Forb/herb
LIRU4,Lithospermum ruderale,western stoneseed,Perennial,Forb/herb
LLSE,Lloydia serotina,common alplily,Perennial,Forb/herb
LLSES2,Lloydia serotina var. serotina,common alplily,Perennial,Forb/herb
LOCA2,Lobelia cardinalis,cardinalflower,Perennial,Forb/herb
LOSI,Lobelia siphilitica,great blue lobelia,Perennial,Forb/herb
LOSIL,Lobelia siphilitica var. ludoviciana,great blue lobelia,Perennial,Forb/herb
LOSP2,Lobelia ×speciosa,lobelia,Perennial,Forb/herb
LOSPO,Lobelia ×speciosa var. occidentalis,lobelia,Perennial,Forb/herb
LOPEP,Lolium perenne ssp. perenne,perennial ryegrass,Perennial,Graminoid
LOBI,Lomatium bicolor,Wasatch desertparsley,Perennial,Forb/herb
LOBIB,Lomatium bicolor var. bicolor,Wasatch desertparsley,Perennial,Forb/herb
LOBIL,Lomatium bicolor var. leptocarpum,Wasatch desertparsley,Perennial,Forb/herb
LOCO2,Lomatium concinnum,adobe desertparsley,Perennial,Forb/herb
LODI,Lomatium dissectum,fernleaf biscuitroot,Perennial,Forb/herb
LODIM,Lomatium dissectum var. multifidum,carrotleaf biscuitroot,Perennial,Forb/herb
LOEA,Lomatium eastwoodiae,Eastwood's desertparsley,Perennial,Forb/herb
LOFO,Lomatium foeniculaceum,desert biscuitroot,Perennial,Forb/herb
LOFOF2,Lomatium foeniculaceum ssp. foeniculaceum,desert biscuitroot,Perennial,Forb/herb
LOFOM,Lomatium foeniculaceum ssp. macdougalii,Macdougal's biscuitroot,Perennial,Forb/herb
LOGR,Lomatium grayi,Gray's biscuitroot,Perennial,Forb/herb
LOGRG2,Lomatium grayi var. grayi,Gray's biscuitroot,Perennial,Forb/herb
LOJU,Lomatium juniperinum,juniper biscuitroot,Perennial,Forb/herb
LOLA4,Lomatium latilobum,Canyonlands biscuitroot,Perennial,Forb/herb
LOMA3,Lomatium macrocarpum,bigseed biscuitroot,Perennial,Forb/herb
LONU3,Lomatium nuttallii,Nuttall's biscuitroot,Perennial,Forb/herb
LOOR,Lomatium orientale,Northern Idaho biscuitroot,Perennial,Forb/herb
LOSI2,Lomatium simplex,Great Basin desertparsley,Perennial,Forb/herb
LOSIS,Lomatium simplex var. simplex,Great Basin desertparsley,Perennial,Forb/herb
LOIN5,Lonicera involucrata,twinberry honeysuckle,Perennial,Shrub
LOINI,Lonicera involucrata var. involucrata,twinberry honeysuckle,Perennial,Shrub
LOMO2,Lonicera morrowii,Morrow's honeysuckle,Perennial,Shrub
LOTA,Lonicera tatarica,Tatarian honeysuckle,Perennial,Shrub
LOCO6,Lotus corniculatus,bird's-foot trefoil,Perennial,Forb/herb
LOCOC5,Lotus corniculatus var. corniculatus,bird's-foot trefoil,Perennial,Forb/herb
LOTE4,Lotus tenuis,narrowleaf trefoil,Perennial,Forb/herb
LOWR,Lotus wrightii,Wright's deervetch,Perennial,Forb/herb
LUAL2,Ludwigia alternifolia,seedbox,Perennial,Forb/herb
LUAL5,Lupinus ×alpestris,Great Basin lupine,Perennial,Forb/herb
LUAM,Lupinus ammophilus,sand lupine,Perennial,Forb/herb
LUAR3,Lupinus argenteus,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUARA5,Lupinus argenteus ssp. argenteus,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUARA11,Lupinus argenteus ssp. argenteus var. argenteus,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUARL5,Lupinus argenteus ssp. argenteus var. laxiflorus,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUARI,Lupinus argenteus ssp. ingratus,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUARM3,Lupinus argenteus ssp. moabensis,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUARR,Lupinus argenteus ssp. rubricaulis,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUARS3,Lupinus argenteus ssp. spathulatus,silvery lupine,Perennial,"Subshrub, Forb/herb"
LUBA3,Lupinus bakeri,Baker's lupine,Perennial,Forb/herb
LUBAA,Lupinus bakeri ssp. amplus,Baker's lupine,Perennial,Forb/herb
LUBAB,Lupinus bakeri ssp. bakeri,Baker's lupine,Perennial,Forb/herb
LUCA3,Lupinus caespitosus,stemless dwarf lupine,Perennial,Forb/herb
LUCAC2,Lupinus caespitosus var. caespitosus,stemless dwarf lupine,Perennial,Forb/herb
LUCAU,Lupinus caespitosus var. utahensis,Utah lupine,Perennial,Forb/herb
LUCA,Lupinus caudatus,tailcup lupine,Perennial,Forb/herb
LUCAA,Lupinus caudatus ssp. argophyllus,Kellogg's spurred lupine,Perennial,Forb/herb
LUCAC3,Lupinus caudatus ssp. caudatus,tailcup lupine,Perennial,Forb/herb
LUCR2,Lupinus crassus,Paradox lupine,Perennial,Forb/herb
LUDE3,Lupinus depressus,depressed lupine,Perennial,Forb/herb
LULE3,Lupinus leucophyllus,velvet lupine,Perennial,Forb/herb
LUPA8,Lupinus parviflorus,lodgepole lupine,Perennial,Forb/herb
LUPAF,Lupinus parviflorus ssp. floribundus,lodgepole lupine,Perennial,Forb/herb
LUPAM2,Lupinus parviflorus ssp. myrianthus,lodgepole lupine,Perennial,Forb/herb
LUPAF4,Lupinus parviflorus ssp. myrianthus var. fulvomaculatus,lodgepole lupine,Perennial,Forb/herb
LUPAM4,Lupinus parviflorus ssp. myrianthus var. myrianthus,lodgepole lupine,Perennial,Forb/herb
LUPAP4,Lupinus parviflorus ssp. parviflorus,lodgepole lupine,Perennial,Forb/herb
LUPL,Lupinus plattensis,Nebraska lupine,Perennial,Forb/herb
LUPR2,Lupinus prunophilus,hairy bigleaf lupine,Perennial,Forb/herb
LUSE4,Lupinus sericeus,silky lupine,Perennial,"Subshrub, Forb/herb"
LUSES2,Lupinus sericeus ssp. sericeus,silky lupine,Perennial,"Subshrub, Forb/herb"
LUSEE2,Lupinus sericeus ssp. sericeus var. egglestonianus,silky lupine,Perennial,"Subshrub, Forb/herb"
LUSES4,Lupinus sericeus ssp. sericeus var. sericeus,silky lupine,Perennial,"Subshrub, Forb/herb"
LUWY,Lupinus wyethii,Wyeth's lupine,Perennial,Forb/herb
LUWYW,Lupinus wyethii ssp. wyethii,Wyeth's lupine,Perennial,Forb/herb
